Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
PHARMACIE DE L'OPERA (ex 4358),16201,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 98 45 64,14 RUE DU PRESIDENT WILSON,03200,VICHY,-
Pharmacie de la Chapelle SELARL GEAY GILET EX 11055,16117,GROUPAPHARM (Apsara),Aurore Auffret,PHARMACIE,Bretagne,02 40 65 13 96,11 Rue de la chapelle,44340,BOUGUENAIS,-
PHARMACIE DE LA COTE (ex 4092),16364,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 01 30 12,7 place de la République,57590,DELME,-
PHARMACIE DE LA FORET,18636,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 35 41 98,79 avenue de la forêt,36330,LE POINCONNET,-
PHARMACIE DE LA MAIRIE MERU,10751,APRIUM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 22 41 57,4 Place de l'Hôtel de ville,60110,MERU,-
PHARMACIE DE LA MAIRIE RPET,11600,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 03 27 27,PLACE MAURICE SEGONDS,60930,BAILLEUL SUR THERAIN,-
PHARMACIE DE LA PAIX,15549,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 56 41 00,"31, Avenue de la République",86300,BONNES,-
PHARMACIE DE LA POSTE,12568,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 98 06 87,"21, rue de l'Hôtel des Postes",03200,VICHY,-
PHARMACIE DE LA POSTE (IDOUX),1092,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 86 18 10,"9, Rue du Prés. Poincaré",57340,MORHANGE,-
PHARMACIE DE LA QUANTINIERE,5872,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 34 18 00,5 PLACE VASCO DE GAMA,49800,TRELAZE,-
PHARMACIE DE LA REPUBLIQUE,12152,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 23 52 02 10,34 rue de la République,02300,CHAUNY,-
PHARMACIE DE LA VALLEE,17993,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 57 56 18,75 rue Pré Foire,85700,POUZAUGES,-
PHARMACIE DE LA VERZEE,15958,UNIPHARM Loire Ocean (Apsara),Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 92 40 03,24 Rue du Maréchal Foch,49420,POUANCE,-
PHARMACIE DE LA VILLEDIEU DU CLAIN (ex 2826),18092,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 42 51 50,4 place de la Mairie,86340,LA VILLEDIEU DU CLAIN,-
PHARMACIE DE NESMY,17790,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 07 65 53,bât N1 espace Clemenceau,85310,NESMY,-
PHARMACIE DE PLOGONNEC,17505,,Aurore Auffret,PHARMACIE,Bretagne,02 98 91 72 26,CC SUPER U,29180,PLOGONNEC,-
PHARMACIE DE REIMS,16430,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 47 51 21,153 AVENUE DE LAON,51100,REIMS,-
PHARMACIE DE SAINT MAUR,12325,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 22 31 30,"2, rue Martinique",36250,ST MAUR,-
PHARMACIE DE SAINT SATURNIN,11143,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 25 92 59,23 boulevard de Maule,72650,ST SATURNIN,-
PHARMACIE DE SIZUN,17473,,Aurore Auffret,PHARMACIE,Bretagne,02 98 68 80 33,1 PLACE CHARLES DE GAULLE,29450,SIZUN,-
PHARMACIE DE VICO - ANNE RUBINI (EX 12396),18005,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 95 26 72 38,COURS DANIELLE CASANOVA,20160,VICO,-
PHARMACIE DES 3 CITES,4668,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 01 15 64,1 Rue de la Vallée Monnaie,86000,POITIERS,-
PHARMACIE DES ACCACIAS,18105,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 89 52 23 45,45 RUE DE SOULTZ,68200,MULHOUSE,-
PHARMACIE DES AMANDIERS,16336,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 67 30 30,120 ROUTE DE LYON,67400,ILLKIRCH GRAFFENSTADEN,-
Pharmacie des Ballastières,17902,,Celine LUCION,PHARMACIE,Grand Nord-Est,03.29.85.60.29,35 rue Carnot,55150,DAMVILLERS,-
PHARMACIE DES CANADIENS,17217,,IDF,PHARMACIE,Ile de France,01 42 83 24 42,4 RUE DES RESERVOIRS,94410,ST MAURICE,-
PHARMACIE DES DERVALLIERES RPET,14946,GIPHAR,Aurore Auffret,PHARMACIE,Bretagne,02 40 46 22 78,Place des Dervallières,44100,NANTES,X
PHARMACIE DES ECOLES COMPTOIR (EX 6001),16596,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 21 26 82 81,423 RUE NATIONALE,62290,NOEUX LES MINES,-
PHARMACIE DES FRANCS,13989,PHARMAVIE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 26 27 27,1 rue des Francs,59200,TOURCOING,-
PHARMACIE DES HALLES (EX 6584),15719,PHARMACORP,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 86 50 27,8 Place de l'Hôtel de Ville,86450,PLEUMARTIN,-
PHARMACIE DES MARRONNIERS,14381,,Herve QUELO,PHARMACIE,Centre Auvergne,02 48 20 01 50,"2, rue Emile Martin",18000,BOURGES,-
PHARMACIE DES QUATRE SAISONS,17743,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 58 30 28,4 Rue des Forges,03330,BELLENAVES,-
PHARMACIE DES THERMES,18173,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 81 04 62,7 Boulevard Georges Clémenceau,63150,LA BOURBOULE,-
PHARMACIE DIEU LUMIERE,16359,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 85 24 35,1 PLACE SAINT TIMOTHEE,51100,REIMS,-
PHARMACIE DU CENTRE,16151,,Herve QUELO,PHARMACIE,Centre Auvergne,04 75 49 00 92,15 AVENUE MATTEOTI,07400,LE TEIL,-
PHARMACIE DU CENTRE,16635,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 68 70 48,38 GRAND RUE,63350,MARINGUES,-
PHARMACIE DU CENTRE KUENTZ,16453,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 89 52 64 12,12 PLACE DE LA REPUBLIQUE,68110,ILLZACH,-
PHARMACIE DU CENTRE RPET,14721,BSR,Aurore Auffret,PHARMACIE,Bretagne,02 98 68 00 25,2 Rue Louis Pasteur,29400,LANDIVISIAU,X
PHARMACIE DU CHALET (EX 5523),14566,,Aurore Auffret,PHARMACIE,Bretagne,02 96 84 66 20,14 Rue de la gare,22250,BROONS,-
PHARMACIE DU CHATEAU,16413,GIROPHARM,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 65 02 78,5 AVENUE PIERRE LEROUX,23600,BOUSSAC,-
PHARMACIE DU CHATEAU,15911,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 31 11 45,113 RUE BOECKLIN,67000,STRASBOURG,-
PHARMACIE DU FORUM,12518,PHARMAVIE,Herve QUELO,PHARMACIE,Centre Auvergne,02 48 83 10 14,rue du 11 Novembre 1918,18100,VIERZON,-
PHARMACIE DU MARCHE,16793,,IDF,PHARMACIE,Ile de France,01 69 03 52 11,125 AVENUE DE LA REPUBLIQUE,91230,MONTGERON,-
PHARMACIE DU MAS CERISE,14211,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 00 20 66,"Rue Frédéric Legrand,",87220,FEYTIAT,-
PHARMACIE DU MIDI (REMPLACE PHIE 16407 ET 15652),17727,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 34 45 19,12 avenue BAUDIN,87000,LIMOGES,-
PHARMACIE DU PARC,10945,GIROPHARM,IDF,PHARMACIE,Ile de France,01 45 89 10 05,3 Rue de l'Amiral Mouchez,75013,PARIS 13,-
PHARMACIE DU PARC EX 2160,14833,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 83 97 26 85,2 RUE DE LA CHIERS,54320,MAXEVILLE,-
PHARMACIE DU PAYS CORBIGEOIS,15748,,Herve QUELO,PHARMACIE,Centre Auvergne,03 86 20 02 49,26 avenue du Champ de Foire,58800,CORBIGNY,-
PHARMACIE DU PAYS DE MONTBELIARD,15143,GIROPHARM,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 81 91 26 16,11 RUE ANDRE BOULLOCHE,25200,MONTBELIARD,-
PHARMACIE DU PLAN D'EAU,18642,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 86 80 19,Avenue du Plan D'eau,63770,LES ANCIZES COMPS,-
PHARMACIE DU PROGRES SAINTE MARGUERITE,10998,PHARMAVIE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 29 56 14 30,35 Chemin des Aulnes,88100,STE MARGUERITE,-
PHARMACIE DU PUY DE DOME,18665,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 61 72 80,17 Bis rue du Puy de Dôme,63370,LEMPDES,-
PHARMACIE DU SOLEIL,18010,,IDF,PHARMACIE,Ile de France,01 47 70 31 56,75 BOULEVARD DE STRASBOURG,75010,PARIS 10,-
PHARMACIE DU TRESOR II,17925,,Herve QUELO,PHARMACIE,Centre Auvergne,04 77 61 05 74,10 place Jean Jaurès,42500,LE CHAMBON FEUGEROLLES,-
PHARMACIE DUBOIS LYX,18737,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04.75.04.81.43,288 Avenue des côtes du Rhône,26790,SUZE LA ROUSSE,-
PHARMACIE DUMAS,16286,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 59 70 07,18-20 rue des Ferrières,03250,LE MAYET DE MONTAGNE,-
PHARMACIE FEIT,14715,,Herve QUELO,PHARMACIE,Centre Auvergne,04 75 94 64 67,2 Faubourg d'Entraigues,07600,VALS LES BAINS,X
PHARMACIE FLAMENT (ex 4840),17040,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 27 92 51 12,1Bis rue Kopierre,59580,ANICHE,-
PHARMACIE GAMBETTA,12105,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 28 50 82,4 place Gambetta,72000,LE MANS,-
PHARMACIE GAMBETTA EX 2651),16381,,Herve QUELO,PHARMACIE,Centre Auvergne,04 75 93 62 66,61 BOULEVARD GAMBETTA,07200,AUBENAS,-
PHARMACIE GARDAN,16260,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 39 20 12,1 Avenue de l 'Etang,49123,INGRANDES,X
PHARMACIE GAUTHIER,16656,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 48 13 66,6 PLACE DU MARCHE,36400,LA CHATRE,-
PHARMACIE GENERALE - M. JUNGERS,13305,OBJECTIF SANTE,IDF,PHARMACIE,Ile de France,01 30 33 41 03,"26, bld Victor Duhamel",78200,MANTES LA JOLIE,-
PHARMACIE GOEURY BIONDARO,15477,,Celine LUCION,PHARMACIE,Grand Nord-Est,0382848383,3 RUE DE METZ,57650,FONTOY,-
PHARMACIE GOUDON,12520,,Herve QUELO,PHARMACIE,Centre Auvergne,03 86 56 12 03,14 rue Marcellin Parigot,89210,BRIENON SUR ARMANCON,-
PHARMACIE GUINOLAS (EX 2387),16395,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 72 12 64,30 Boulevard de Lapérouse,12800,SAUVETERRE DE ROUERGUE,-
PHARMACIE HENON,16207,GIROPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 43 20 30,80 PLACE DE MAGNY,60640,GUISCARD,-
PHARMACIE HONORE,16342,GIPHAR,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 20 51 95,13 rue du Commerce,15170,NEUSSARGUES EN PINATELLE,-
PHARMACIE JAIS,17268,EXCEL PHARMA,IDF,PHARMACIE,Ile de France,01 43 20 64 73,206 BOULEVARD RASPAIL,75014,PARIS 14,-
PHARMACIE JAUDON (ex 2537),17942,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 71 13 00,378 AVENUE DU CENTRE,12160,BARAQUEVILLE,-
PHARMACIE JEAN XXIII,12801,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 83 29 44 74,17 rue jean XXIII,54130,ST MAX,-
PHARMACIE KERAUDRAN,9641,PHARMAVIE,Aurore Auffret,PHARMACIE,Bretagne,02 97 24 72 17,6 Rue Abbé le Maréchal,56330,PLUVIGNER,-
PHARMACIE LA CANOPEE,17444,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 47 60 29,15 rue des Theils,15310,ST CERNIN,-
PHARMACIE LACOSTE (ex 6864),18203,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 47 22 82,7 Place de la Halle,15250,NAUCELLES,-
PHARMACIE LAFAYETTE AMIENS SUD,13727,LAFAYETTE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 95 32 70,Route d'Amiens,80480,DURY,-
PHARMACIE LAMARTINE,15282,LAB OFFICINE,Laurent DURIEUX,PHARMACIE,Val de Loire,02 47 37 05 46,5 bis Rue Léon Boyer,37000,TOURS,-
PHARMACIE LAMBLARDIE (PAS DE FDP),13884,,IDF,PHARMACIE,Ile de France,01 43 43 87 97,"6, rue Lamblardie",75012,PARIS 12,-
PHARMACIE LAURIER,18062,,Herve QUELO,PHARMACIE,Centre Auvergne,04 75 65 43 30,29 Grande Rue,07190,ST SAUVEUR DE MONTAGUT,-
PHARMACIE LAVOISIER,8217,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 37 49 08,14 Boulevard Lavoisier,63000,CLERMONT FERRAND,-
PHARMACIE LE ROL,11844,UNIPHARM Loire Ocean (Apsara),Aurore Auffret,PHARMACIE,Bretagne,02 40 90 03 14,17 rue Marie Curie,44570,TRIGNAC,-
PHARMACIE LECHEVALIER (EX 5257),15334,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 97 40 42,7 Place des Tilleuls,72260,MAROLLES LES BRAULTS,-
PHARMACIE LEDOUBLE,15701,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 25 49 00 85,75 BIS ROUTE D AUXERRE,10120,ST ANDRE LES VERGERS,-
PHARMACIE LEGRAND (EX 8810),18285,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 24 28 82,AVENUE PASTEUR,30410,MOLIERES SUR CEZE,-
PHARMACIE LELOUP,17045,WELLPHARMA,Celine LUCION,PHARMACIE,Grand Nord-Est,03 83 23 58 29,76 AVENUE DU GNL DE GAULLE,54380,DIEULOUARD,-
PHARMACIE LEROUGE,16424,,Niels COLLEU,PHARMACIE,Normandie,02 33 56 61 47,1 rue Jean Follain,50750,CANISY,-
PHARMACIE MADRE RAGONNET,17115,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 98 11 04,27 rue Nationale,41320,CHATRES SUR CHER,-
PHARMACIE MAISON,16689,,Aurore Auffret,PHARMACIE,Bretagne,02 40 55 21 77,2 rue du Preuré,44520,LA MEILLERAYE DE BRETAGNE,-
Pharmacie MASSON,18566,,Herve QUELO,PHARMACIE,Centre Auvergne,04 77 67 58 53,173 Route de Villemontais,42300,VILLEREST,-
PHARMACIE MENU - COMPTOIR ONLY,10662,,IDF,PHARMACIE,Ile de France,02 38 91 05 14,3 Route d'Orléans,45170,NEUVILLE AUX BOIS,-
PHARMACIE MEYER,16165,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 83 29 44 91,3 AVENUE DE LA REPUBLIQUE,54510,TOMBLAINE,-
PHARMACIE MOZART RPET,11967,APRIUM,Niels COLLEU,PHARMACIE,Normandie,02 31 31 07 56,15 place Mozart,14100,LISIEUX,-
Pharmacie Mutualiste Clermont-Ferrand,17898,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 19 81 50,4 Place de Jaude,63000,CLERMONT FERRAND,-
PHARMACIE OTTANGE RPET,14331,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 82 50 53 44,13 RUE PRINCIPALE,57840,OTTANGE,-
PHARMACIE OUVRY,9703,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 85 30 12,Rue du Général de Gaulle,76810,LUNERAY,-
PHARMACIE PARISIENNE ( EX 4434),18220,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 63 20 14,9 RUE RAYMOND POINCARE,67240,BISCHWILLER,-
PHARMACIE PETIT,14393,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 25 40 45 32,7 rue de la republique,10190,ESTISSAC,-
PHARMACIE PLACE DE LA LIBERTE TOULON (EX 7773),17726,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 94 92 20 25,277 Place de la Liberté,83000,TOULON,X
PHARMACIE PLACE GAMBETTA - CARVIN (REMPLACE 0691),14573,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 21 37 48 66,"69, rue Florent Evrard",62220,CARVIN,-
PHARMACIE POISY CENTRE,18000,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 50 46 20 78,47 ROUTE DE LOVAGNY,74330,POISY,-
PHARMACIE PONSAR,15821,,Export,PHARMACIE,Dom-Tom,05 96 50 58 50,2 allée des Tourelles,97200,FORT DE FRANCE,-
PHARMACIE POPULAIRE DE LA TOUR,18529,,Export,PHARMACIE,Export,021 312 35 73,"RUE DE L ALE, 40",1003,LAUSANNE,-
PHARMACIE POTIRON-HAAS (EX 2771),18359,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 38 01 98,12 rue Beauséjour,85000,MOUILLERON LE CAPTIF,-
PHARMACIE PRESIDENT AURIOL,9730,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 64 73 16,229 avenue du Président Vincent Auriol,03100,MONTLUCON,-
PHARMACIE PRINCIPALE,16374,,Celine LUCION,PHARMACIE,Grand Nord-Est,0326475934,34 RUE DE VESLE,51100,REIMS,-
PHARMACIE RANDAN,16670,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 41 50 22,Centre commercial Intermarché,63310,RANDAN,-
PHARMACIE RONDEAU VERON,16694,PHARMACTIVE,Laurent DURIEUX,PHARMACIE,Val de Loire,02 43 95 01 34,19 rue Marchande,72300,SOLESMES,-
Pharmacie Route de Genas - 50/50 AC 9216,7979,NEPENTHES,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 53 31 04,7 RUE TANANARIVE,24660,COULOUNIEIX CHAMIERS,-
PHARMACIE RUCHE,8600,PHARMACIE REFERENCE/PHR,Niels COLLEU,PHARMACIE,Normandie,02 33 45 18 76,48 avenue de la République,50200,COUTANCES,-
PHARMACIE SAINT BONNET,12053,PHARMAVIE,Herve QUELO,PHARMACIE,Centre Auvergne,02 48 24 04 67,1 Place Saint-Bonnet,18000,BOURGES,-
PHARMACIE SAINT COME,15737,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 85 51 41,4 RUE DES ALLIEES,67680,EPFIG,-
PHARMACIE SAINT JEAN,14459,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 34 03 74,17 Rue Eugène Delacroix,36000,CHATEAUROUX,-
PHARMACIE SAINT PIERRE,15671,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 25 21 30 83,26 PL GEORGES CLEMENCEAU,10370,VILLENAUXE LA GRANDE,-
PHARMACIE SAINT-PIERRE,12732,,Niels COLLEU,PHARMACIE,Normandie,02 31 20 71 20,"12, rue de Falaise",14170,ST PIERRE SUR DIVES,-
PHARMACIE THERIAQUE (EX THOMASI) COMPTOIR ONLY,11958,,IDF,PHARMACIE,Ile de France,02 32 36 50 87,PLACE CENTRE COMMERCIAL,27730,BUEIL,-
PHARMAMOUTH CLERMONT NORD,15847,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 24 25 24,AUCHAN NORD,63000,CLERMONT FERRAND,-
PHD FONDATION PERE FAVRON,2749,Fondation Père Favron,Export,EMS,Dom-Tom,02 62 49 93 59,Foyer Albert Barbot,97432,RAVINE DES CABRIS,-
PHIE DE BELLEVIGNE EN LAYON (EX-PROMEDIK),12885,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 54 14 02,2 Rue Victor Hugo,49380,Bellevigne-en-layon,-
PHIE DES PYRENEES,3985,NEPENTHES,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 34 21 43,"32, Cours Lazare Escarguel",66000,PERPIGNAN,-
PHIE PICAUD,14005,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 47 43 81,16 place de la République,36270,EGUZON CHANTOME,-
PICAT PHARMACIE (REMPLACEE PAR 14964),4051,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 82 41 34,13 rue de la République,31620,FRONTON,-
PICAT RAMOS PHARMACIE (EX 4051),14964,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 82 41 34,13 rue de la République,31620,FRONTON,-
PIERRE DE LUNE IME,17570,ADAPEI,Aurelien COURTOISIER,EMS,Centre-Est,04 72 53 95 31,2 17ème Rue,69800,ST PRIEST,-
PIERRE DELPECH CENTRE HOSPITALIER,17150,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 43 71 71,60 Av. Prosper Alfaric,12300,DECAZEVILLE,-
PIERRE FABRE PHARMACIE,4535,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 72 65 50,"2, rue Victor HUGO",81100,CASTRES,-
PIERRE HANZEL MAS,15722,ASEI,Caroline VILLEMUR,EMS,Sud-Ouest,,4 RUE DE L'EVECHE,31310,RIEUX-VOLVESTRE,-
PIERRE RIBET RESIDENCE A.E.M AGAPEI,16435,AGIMC,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 24 71 40,50 Rte de Flourens,31130,BALMA,-
PIGNIDE PHARMACIE,6106,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 31 50 19,29 Grande Rue,48120,ST ALBAN SUR LIMAGNOLE,-
PILLOT PHARMACIE,3882,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 80 47 39 74,Route Chevigny,21800,SENNECEY LES DIJON,-
PINEAU PHARMACIE TITAN,6200,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 48 00 08,8 rue Saint Louis,86310,ST SAVIN,-
PLACE DE FRANCE (GIPHAR - ANC NEBAS BROUSSE) PHARMACIE,4651,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 01 02 51,Centre commercial Saint Cyprien,86000,POITIERS,-
PLATEFORME APAJH 3 STRUCTURE,15819,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 69 74 04,2631 route de Riscle,32400,SAINT-MONT,-
PLATEFORME APAJH LES CHARMETTES,8109,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 69 74 04,2631 route de Riscle,32400,SAINT MONT,-
PLATEFORME APAJH LES CHARMETTES,15782,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,,,32400,SAINT- MONT,-
PLEIN SUD PHARMACIE,3740,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 95 03 66,115 RUE ALEXANDRE DUMAS,80000,AMIENS,-
PLUS DU RHONE ET DE MIDI PHARMACIE,2328,,Export,PHARMACIE,Export,0041 24 466 5555,"21, rue du Rhône",1860,AIGLE,-
POINCARE PHARMACIE,0884,LAFAYETTE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 86 25 32,"29, Rue Poincaré",57340,MORHANGE,-
POINCARE PHARMACIE,15361,PHARMAVIE,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 80 71 55 27,35 AV RAYMOND POINCARE,21000,DIJON,-
POLE PUBLIC MEDICO SOCIAL DE MONSEGUR,14967,,Caroline VILLEMUR,EMS,Sud-Ouest,05-56-61-57-02,53 rue Saint-Jean,33580,MONSEGUR,-
PONDAILLAN PHARMACIE,13246,PHARMAVIE,Laurent DURIEUX,PHARMACIE,Val de Loire,05 65 32 79 71,1 Avenue de Verdun,46200,SOUILLAC,-
POUYES PHARMACIE,13269,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,05 65 32 70 59,28 AVENUE DU GENERAL DE GAULLE,46200,SOUILLAC,-
PRINCIPALE BRESSON DIDIER PHIE (ex 9734),9733,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 81 03 63,11 PLACE DU QUAI,30120,LE VIGAN,-
PRINCIPALE PHARMACIE,2811,,Herve QUELO,PHARMACIE,Centre Auvergne,04 77 71 21 83,"47, rue Jean Jaurès",42300,ROANNE,-
PRINCIPALE PHARMACIE,8773,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 50 71 03 60,10 RUE SAINT SEBASTIEN,74200,THONON LES BAINS,X
PRINCIPALE PHARMACIE (EX 0687),17616,,IDF,PHARMACIE,Ile de France,01 48 83 34 48,30 Rue de Paris,94340,JOINVILLE LE PONT,-
PUI FONDATION DUCHATEL,16768,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 49 40 13,3 RUE WALBAUM,51360,VERZENAY,-
PUI PERE FAVRON FONDATION,1207,Fondation Père Favron,Export,PHARMACIE,Dom-Tom,02 62 96 26 36,P.U.I.,97410,SAINT-PIERRE,X
PUI RESIDENCES SAINT DOMINIQUE,16316,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 50 52 12,PUI,43100,BRIOUDE,-
PUYJALON PHARMACIE,2924,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 55 25 40 66,Avenue du Quercy,19500,MEYSSAC,-
RASPAL DUMAS PHARMACIE,4015,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 56 64 50,"45, route de Bagnols",30340,ST PRIVAT DES VIEUX,-
REALMONT PHARMACIE,6543,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 55 50 15,1 Rue Victor Hugo,81120,REALMONT,-
REHEL PHARMACIE,9770,CEIDO-SANTE,Aurore Auffret,PHARMACIE,Bretagne,02 99 48 05 88,1 Rue Docteur Gringoire,35120,DOL DE BRETAGNE,-
REMY-SCHIOCHET PHARMACIE,5570,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 29 33 20 77,"4, rue de la Libération",88460,DOCELLES,-
RENAUD PHARMACIE,4273,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 67 80 35,Place de la Liberté,03320,LURCY LEVIS,-
RENE GABE FOYER DE VIE,4592,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 39 30 24,301 avenue de Légugnon,64400,OLORON STE MARIE,-
REQUIER PHARMACIE,6895,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 20 40 22,146 RUE DE LA LIBERATION,76700,GAINNEVILLE,-
RESIDENCE ACCUEIL DES VALLEES,5503,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 40 24 08,35 rue du XIV Juillet,64000,PAU,-
RESIDENCE DR JEAN LIANDIER,11017,,Herve QUELO,AMBULATOIRE,Centre Auvergne,04 71 45 01 10,Lotissement Les Cayrouses,15800,VIC SUR CERE,-
RESIDENCE DU VALLEROIY,8990,,Herve QUELO,EMS,Centre Auvergne,02 48 73 80 07,Rue de la Roue à Paul,18260,VAILLY SUR SAULDRE,-
RESIDENCE ISABELLE,15114,,Laurent DURIEUX,EMS,Val de Loire,02 54 34 30 52,10 Rue Michelet,36000,CHATEAUROUX,-
RESIDENCE JOSEPHINE NORMAND,14832,,Herve QUELO,EMS,Centre Auvergne,03 86 56 11 91,"4, rue Marie Noel",89210,BRIENON SUR ARMANCON,-
RESIDENCE LA SOURCE,15751,,Laurent DURIEUX,AMBULATOIRE,Val de Loire,02 51 90 90 27,9 rue du Sablais,85470,BREM SUR MER,-
