Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
RESIDENCE DU BOSC,3119,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 76 20 60,42 rue Antoine Pech,81400,CARMAUX,-,2.170528,44.041744,0.9034363085399449,,42 Rue Antoine Pech 81400 Carmaux,housenumber,81060_0794_00042,42,42 Rue Antoine Pech,Rue Antoine Pech,81400,Carmaux,"81, Tarn, Occitanie",81060,,,,ok
RESIDENCE DU BOURG NOUVEAU EHPAD COLISEE,4118,COLISEE,Laurent DURIEUX,EHPAD,Val de Loire,05 46 86 59 00,Boulevard René Gautret,17500,JONZAC,-,-0.431416,45.448185,0.9037892207792206,,Boulevard Rene Gautret 17500 Jonzac,street,17197_0610,,Boulevard Rene Gautret,Boulevard Rene Gautret,17500,Jonzac,"17, Charente-Maritime, Nouvelle-Aquitaine",17197,,,,ok
RESIDENCE DU CAP FLEURI EHPAD,3296,,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 41 61 00,"45, avenue du 3 septembre",06320,CAP D'AIL,-,7.4046,43.721862,0.766608814229249,,45 Avenue du Trois Septembre 06320 Cap-d'Ail,housenumber,06032_0200_00045,45,45 Avenue du Trois Septembre,Avenue du Trois Septembre,06320,Cap-d'Ail,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06032,,,,ok
RESIDENCE DU GAST,4685,CCAS,Aurore Auffret,EHPAD,Bretagne,02 99 63 10 95,10 rue de la Perrière,35700,RENNES,-,-1.657966,48.130181,0.9171622459893046,,10 Rue de la Perrière 35700 Rennes,housenumber,35238_7361_00010,10,10 Rue de la Perrière,Rue de la Perrière,35700,Rennes,"35, Ille-et-Vilaine, Bretagne",35238,,,,ok
RESIDENCE DU LAC EHPAD,1556,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 65 92 94,Avenue de Pechmeja,82130,LAFRANCAISE,-,1.246345,44.123137,0.8947322222222222,,Avenue de Péchméja 82130 Lafrançaise,street,82087_0130,,Avenue de Péchméja,Avenue de Péchméja,82130,Lafrançaise,"82, Tarn-et-Garonne, Occitanie",82087,,,,ok
RESIDENCE DU LAC EHPAD COLISEE,7994,COLISEE,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 85 55 79,QUARTIER COSTEBELLE,04340,LA BREOLE,-,6.327835,44.438701,0.4054755875831485,0.36365738878143133,Route de Costebelle 04340 Ubaye-Serre-Ponçon,street,04033_0079,,Route de Costebelle,Route de Costebelle,04340,Ubaye-Serre-Ponçon,"04, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",04033,04033,La Bréole,,ok
RESIDENCE DU PARC,4424,,Herve QUELO,EHPAD,Centre Auvergne,05 55 75 41 10,"2, rue Raoul Vergez",87350,PANAZOL,-,1.301547,45.840372,0.9035018181818181,,2 Rue Raoul Vergez 87350 Panazol,housenumber,87114_1330_00002,2,2 Rue Raoul Vergez,Rue Raoul Vergez,87350,Panazol,"87, Haute-Vienne, Nouvelle-Aquitaine",87114,,,,ok
RESIDENCE DU PARC DE LA CORETTE,0383,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 66 02 33,"12 bis, avenue du Cardinal Verdier",12600,MUR DE BARREZ,-,2.661109,44.841079,0.79738243567753,,Avenue du Cardinal Verdier 12600 Mur-de-Barrez,street,12164_0100,,Avenue du Cardinal Verdier,Avenue du Cardinal Verdier,12600,Mur-de-Barrez,"12, Aveyron, Occitanie",12164,,,,ok
RESIDENCE DU PARC EHPAD,3861,,Herve QUELO,EHPAD,Centre Auvergne,04 70 59 30 01,5 AVENUE CHABROL,03250,LE MAYET DE MONTAGNE,-,3.664546,46.072862,0.9035576109936575,,5 Avenue Chabrol 03250 Le Mayet-de-Montagne,housenumber,03165_0050_00005,5,5 Avenue Chabrol,Avenue Chabrol,03250,Le Mayet-de-Montagne,"03, Allier, Auvergne-Rhône-Alpes",03165,,,,ok
RESIDENCE DU PARC EHPAD,7737,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 79 69 85 74,20 RUE DE L'EPINE,73160,COGNIN,-,5.894233,45.563276,0.9011539393939393,,20 Rue de l'épine 73160 Cognin,housenumber,73087_0230_00020,20,20 Rue de l'épine,Rue de l'épine,73160,Cognin,"73, Savoie, Auvergne-Rhône-Alpes",73087,,,,ok
RESIDENCE ELISABETH,11463,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 06 24 88,"18, rue de la Chapelle",68720,HOCHSTATT,-,7.279282,47.706524,0.9063072235872236,0.6479478787878787,18 Rue de la Chapelle 68720 Hochstatt,housenumber,68141_0120_00018,18,18 Rue de la Chapelle,Rue de la Chapelle,68720,Hochstatt,"68, Haut-Rhin, Grand Est",68141,,,,ok
RESIDENCE EMERA COTE DE NACRE,2480,EMERA,Niels COLLEU,EHPAD,Normandie,02 31 25 53 00,Les jardins de la brèche,14530,LUC SUR MER,-,-0.348822,49.317337,0.604310909090909,0.4271640259740259,Rue de la Brèche Marais 14530 Luc-sur-Mer,street,14384_0140,,Rue de la Brèche Marais,Rue de la Brèche Marais,14530,Luc-sur-Mer,"14, Calvados, Normandie",14384,,,,ok
RESIDENCE FLEURIE EHPAD,11715,,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 18 02 92,85 avenue Raoul Dufy,06200,NICE,-,7.214966,43.682546,0.9200544281524926,0.4667880938416422,85 Avenue Raoul Dufy 06200 Nice,housenumber,06088_5357_00085,85,85 Avenue Raoul Dufy,Avenue Raoul Dufy,06200,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
RESIDENCE FOYER L'ACCUEIL EHPAD,14478,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 73 03 00,21 RUE TRAS LA MURAILLE,34190,GANGES,-,3.710906,43.934588,0.9068804040404039,,21 Rue Tras la Muraille 34190 Ganges,housenumber,34111_0559_00021,21,21 Rue Tras la Muraille,Rue Tras la Muraille,34190,Ganges,"34, Hérault, Occitanie",34111,,,,ok
RESIDENCE KHEOPS LES 4 SAISONS EHPAD,4973,,Laurent DURIEUX,EHPAD,Val de Loire,05 46 58 52 33,9 rue du Clos,17160,LES TOUCHES DE PERIGNY,-,-0.269993,45.899953,0.9030808658008658,0.7028306060606059,9 Rue du Clos 17160 Les Touches-de-Périgny,housenumber,17451_0035_00009,9,9 Rue du Clos,Rue du Clos,17160,Les Touches-de-Périgny,"17, Charente-Maritime, Nouvelle-Aquitaine",17451,,,,ok
RESIDENCE L'ESPERANCE - DIJON,14365,ARPAVIE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 68 35 00,24 rue de Gray,21000,DIJON,-,5.053049,47.323498,0.9068481118881119,,24 Rue de Gray 21000 Dijon,housenumber,21231_3770_00024,24,24 Rue de Gray,Rue de Gray,21000,Dijon,"21, Côte-d'Or, Bourgogne-Franche-Comté",21231,,,,ok
RESIDENCE LA CAMPAGNARDE,4839,,Laurent DURIEUX,EHPAD,Val de Loire,02 54 95 51 51,81 RUE ERNEST GAUGIRAN,41600,LAMOTTE BEUVRON,-,2.036387,47.600911,0.9231231404958679,,81 Rue Ernest Gaugiran 41600 Lamotte-Beuvron,housenumber,41106_0270_00081,81,81 Rue Ernest Gaugiran,Rue Ernest Gaugiran,41600,Lamotte-Beuvron,"41, Loir-et-Cher, Centre-Val de Loire",41106,,,,ok
RESIDENCE LA FONTAINE MEDICIS,3929,,Celine LUCION,EHPAD,Grand Nord-Est,03 23 66 85 10,1 RUE NAPOLEON BONAPARTE,02110,VAUX ANDIGNY,-,3.50536,50.018545,0.9001785200845666,,1 Rue Napoléon Bonaparte 02110 Vaux-Andigny,housenumber,02769_0138_00001,1,1 Rue Napoléon Bonaparte,Rue Napoléon Bonaparte,02110,Vaux-Andigny,"02, Aisne, Hauts-de-France",02769,,,,ok
RESIDENCE LAS MELAIES,0565,,Herve QUELO,EHPAD,Centre Auvergne,05 55 62 82 65,3 rue Frémeaux,23220,BONNAT,-,1.906093,46.324296,0.7740687390029324,,3 Rue des Fremeaux 23220 Bonnat,housenumber,23025_0380_00003,3,3 Rue des Fremeaux,Rue des Fremeaux,23220,Bonnat,"23, Creuse, Nouvelle-Aquitaine",23025,,,,ok
RESIDENCE LE CLOS DU MOULIN,2683,,Aurore Auffret,EHPAD,Bretagne,02 40 33 32 80,rue de la galerne,44450,LA CHAPELLE BASSE MER,-,-1.342735,47.271121,0.4383819834710744,,Rue de galerne 44450 Divatte-sur-Loire,street,44029_0050,,Rue de galerne,Rue de galerne,44450,Divatte-sur-Loire,"44, Loire-Atlantique, Pays de la Loire",44029,44029,La Chapelle-Basse-Mer,,ok
RESIDENCE LE CLOS FLEURI,2138,,Aurore Auffret,EHPAD,Bretagne,02 40 91 05 59,12 ter rue des écoles,44480,DONGES,-,-2.07847,47.321886,0.8331925974025973,,12TER Rue des Ecoles 44480 Donges,housenumber,44052_0260_00012_ter,12TER,12TER Rue des Ecoles,Rue des Ecoles,44480,Donges,"44, Loire-Atlantique, Pays de la Loire",44052,,,,ok
RESIDENCE LE LEMAN EHPAD,7524,OMERIS,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 71 03 93,5 RUE DES MUSICIENS,74200,THONON LES BAINS,-,6.460554,46.364109,0.9175490476190475,,5 Rue des Musiciens 74200 Thonon-les-Bains,housenumber,74281_1085_00005,5,5 Rue des Musiciens,Rue des Musiciens,74200,Thonon-les-Bains,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74281,,,,ok
RESIDENCE LE MONTHEARD,2572,Le Noble Âge,Laurent DURIEUX,EHPAD,Val de Loire,02 43 40 26 00,2 allée Jean Lurçat,72000,LE MANS,-,0.216764,47.99621,0.9118717630853995,,2 Allée Jean Lurçat 72000 Le Mans,housenumber,72181_2883_00002,2,2 Allée Jean Lurçat,Allée Jean Lurçat,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,Le Mans,,ok
RESIDENCE LE PERIGORD EHPAD,5912,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 22 60 40,Route de Belves,24540,CAPDROT,-,0.895715,44.684686,0.6840715584415584,0.6209714918414919,Route de Belvès 24540 Monpazier,street,24280_x8xeab,,Route de Belvès,Route de Belvès,24540,Monpazier,"24, Dordogne, Nouvelle-Aquitaine",24280,,,,ok
RESIDENCE LE RIVAGE,0412,Fondation Partage et Vie (ex Caisse d'Epargne),Herve QUELO,EHPAD,Centre Auvergne,04 77 71 88 35,26-28 Boulevard Blanqui,42300,ROANNE,-,4.062276,46.022614,0.6559302040816326,0.4836577056277056,28 boulevard louis-auguste blanqui 42300 Roanne,housenumber,42187_0350_00028,28,28 boulevard louis-auguste blanqui,boulevard louis-auguste blanqui,42300,Roanne,"42, Loire, Auvergne-Rhône-Alpes",42187,,,,ok
RESIDENCE LE ROSAIRE EHPAD KORIAN,3090,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 25 30 50,335 chemin du Rosaire,83110,SANARY SUR MER,-,5.78865,43.118437,0.8316271428571428,0.6236781339712918,chemin du Rosaire 83110 Sanary-sur-Mer,street,83123_1120,,chemin du Rosaire,chemin du Rosaire,83110,Sanary-sur-Mer,"83, Var, Provence-Alpes-Côte d'Azur",83123,,,,ok
RESIDENCE LE SACRE COEUR,7864,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 75 86 95,3 RUE DE LA BELLE ETOILE,79410,CHERVEUX,-,-0.358231,46.414176,0.9084890442890442,,3 Rue de la Belle Etoile 79410 Cherveux,housenumber,79086_0010_00003,3,3 Rue de la Belle Etoile,Rue de la Belle Etoile,79410,Cherveux,"79, Deux-Sèvres, Nouvelle-Aquitaine",79086,,,,ok
RESIDENCE LEON GRIMAULT,4692,,Aurore Auffret,EHPAD,Bretagne,02 99 59 35 47,1 RUE DU PRE DU BRIS,35000,RENNES,-,-1.697648,48.109704,0.8124722077922077,0.449226955602537,1 Rue du Pré de Bris 35000 Rennes,housenumber,35238_7914_00001,1,1 Rue du Pré de Bris,Rue du Pré de Bris,35000,Rennes,"35, Ille-et-Vilaine, Bretagne",35238,,,,ok
RESIDENCE LES 3 HAMEAUX,8366,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,02 35 60 93 36,"Rue du Calvaire,",76750,MORGNY LA POMMERAYE,-,1.249226,49.519299,0.9055122838137472,,Rue du Calvaire 76750 Morgny-la-Pommeraye,street,76453_0015,,Rue du Calvaire,Rue du Calvaire,76750,Morgny-la-Pommeraye,"76, Seine-Maritime, Normandie",76453,,,,ok
RESIDENCE LES BORDS DE SARTHE,2954,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 42 21 28,Chemin de la pelouse,49640,MORANNES,-,-0.416325,47.749806,0.712092834224599,,Chemin de la Pelouse 49640 Morannes sur Sarthe-Daumeray,street,49220_0335,,Chemin de la Pelouse,Chemin de la Pelouse,49640,Morannes sur Sarthe-Daumeray,"49, Maine-et-Loire, Pays de la Loire",49220,49220,Morannes,,ok
RESIDENCE LES CHAMINADES,4933,COLISEE,Laurent DURIEUX,EHPAD,Val de Loire,05 53 13 74 40,Rue des Chaminades,24530,CHAMPAGNAC DE BELAIR,-,0.701443,45.38896,0.9052923232323232,0.6554201567398119,Rue des Chaminades 24530 Champagnac-de-Belair,street,24096_0025,,Rue des Chaminades,Rue des Chaminades,24530,Champagnac-de-Belair,"24, Dordogne, Nouvelle-Aquitaine",24096,,,,ok
RESIDENCE LES CHANTERELLES,5256,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 97 40 46,1 RUE DES CHANTERELLES,72260,MAROLLES LES BRAULTS,-,0.311705,48.250504,0.9150169758812614,,1 Rue des Chanterelles 72260 Marolles-les-Braults,housenumber,72189_0204_00001,1,1 Rue des Chanterelles,Rue des Chanterelles,72260,Marolles-les-Braults,"72, Sarthe, Pays de la Loire",72189,72189,Marolles-les-Braults,,ok
RESIDENCE LES ECRIVAINS,17709,,Aurore Auffret,EHPAD,Bretagne,02 28 55 06 00,42 AVENUE DES MIMOSAS,44350,GUERANDE,-,-2.430886,47.33869,0.9136776767676766,,42 Avenue des Mimosas 44350 Guérande,housenumber,44069_1489_00042,42,42 Avenue des Mimosas,Avenue des Mimosas,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,,ok
RESIDENCE LES JARDINS D'IROISE,4258,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 49 13 13,15 RUE DE LA BATAILLE,59530,HERBIGNIES VILLEREAU,-,3.697302,50.246521,0.5580713190730837,0.3168417257318952,15 Ruelle Bataille 59530 Villereau,housenumber,59619_0030_00015,15,15 Ruelle Bataille,Ruelle Bataille,59530,Villereau,"59, Nord, Hauts-de-France",59619,,,,ok
RESIDENCE LES JARDINS DE MEDICIS,4512,DOMUSVI,Celine LUCION,EHPAD,Grand Nord-Est,03 44 56 82 82,31 PLACE DE LA FERME DU FAY,60700,PONTPOINT,-,2.643422,49.301553,0.9017657928118392,,31 Place de la Ferme du Fay 60700 Pontpoint,housenumber,60508_0141_00031,31,31 Place de la Ferme du Fay,Place de la Ferme du Fay,60700,Pontpoint,"60, Oise, Hauts-de-France",60508,,,,ok
RESIDENCE LES JARDINS DE VENDAT (EX LES OPALINES EHPAD),4612,SGMR LES OPALINES,Herve QUELO,EHPAD,Centre Auvergne,04 70 41 41 28,19 route de Vichy,03110,VENDAT,-,3.361834,46.167455,0.7281145454545455,,19 Rue de Vichy 03110 Vendat,housenumber,03304_0400_00019,19,19 Rue de Vichy,Rue de Vichy,03110,Vendat,"03, Allier, Auvergne-Rhône-Alpes",03304,,,,ok
RESIDENCE LES LOGIS DE LA PEVELE,15028,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 59 33 24,227 rue Lucie et Raymond Aubrac,59830,CYSOING,-,3.210303,50.573283,0.9144550505050505,,227 Rue Lucie et Raymond Aubrac 59830 Cysoing,housenumber,59168_0225_00227,227,227 Rue Lucie et Raymond Aubrac,Rue Lucie et Raymond Aubrac,59830,Cysoing,"59, Nord, Hauts-de-France",59168,,,,ok
RESIDENCE LES MAGNOLIAS,5328,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 09 18 00,AVENUE DE LA PAIX,59770,MARLY,-,3.546888,50.347216,0.9042286206896551,,Avenue de la Paix 59770 Marly,street,59383_0620,,Avenue de la Paix,Avenue de la Paix,59770,Marly,"59, Nord, Hauts-de-France",59383,,,,ok
RESIDENCE LES MARRONNIERS,2197,UNIVI,Celine LUCION,EHPAD,Grand Nord-Est,03 20 72 65 75,45 avenue de la Marne,59700,MARCQ EN BAROEUL,-,3.111401,50.676807,0.8733214876033056,0.6990327272727271,Avenue de la Marne 59700 Marcq-en-Barœul,street,59378_1500,,Avenue de la Marne,Avenue de la Marne,59700,Marcq-en-Barœul,"59, Nord, Hauts-de-France",59378,,,,ok
RESIDENCE LES MIMOSAS,3411,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 48 63 48,80 avenue Loirat,81000,ALBI,-,2.156455,43.932045,0.8106630303030303,,80 Avenue du Loirat 81000 Albi,housenumber,81004_2180_00080,80,80 Avenue du Loirat,Avenue du Loirat,81000,Albi,"81, Tarn, Occitanie",81004,,,,ok
RESIDENCE LES MONCELLIERES,14297,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 39 21 13,5 chemin des moncellières,49123,INGRANDES,-,-0.927774,47.403157,0.7259272727272726,,5 Chemin des Moncellieres 49123 Ingrandes-le-Fresne-sur-Loire,housenumber,49160_0283_00005,5,5 Chemin des Moncellieres,Chemin des Moncellieres,49123,Ingrandes-le-Fresne-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49160,49382,Le Fresne-sur-Loire,,ok
RESIDENCE LES TROENES EHPAD (EX-PROMEDIK),4262,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 75 72 01,2 RUE DU CENTRE,49110,ST PIERRE MONTLIMART,-,-1.027097,47.269719,0.9596681818181818,0.7722754932301741,2 Rue du Centre (St Pierre-Montlimart) 49110 Montrevault-sur-Èvre,housenumber,49218_0567_00002,2,2 Rue du Centre (St Pierre-Montlimart),Rue du Centre (St Pierre-Montlimart),49110,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49313,St Pierre-Montlimart,,ok
RESIDENCE LES TULIPIERS,5329,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 28 89 89,RUE PIERRE MATHIEU,59410,ANZIN,-,3.508279,50.371031,0.9048248484848485,,Rue Pierre Mathieu 59410 Anzin,street,59014_0850,,Rue Pierre Mathieu,Rue Pierre Mathieu,59410,Anzin,"59, Nord, Hauts-de-France",59014,,,,ok
RESIDENCE LOUIS IX,5021,DOMIDEP,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 48 42 87,Route du Marin,47310,LAMONTJOIE,X,0.523887,44.074845,0.8352372727272727,0.616584226044226,Route de Marin 47310 Lamontjoie,street,47133_0047,,Route de Marin,Route de Marin,47310,Lamontjoie,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47133,,,,ok
RESIDENCE MARIE ROMIER,4290,,Herve QUELO,EHPAD,Centre Auvergne,04 77 53 66 57,"27, rue Raoul Follereau",42350,LA TALAUDIERE,-,4.416518,45.466969,0.9142572294372293,0.7055133333333332,27 Rue Raoul Follereau 42350 La Talaudière,housenumber,42305_0375_00027,27,27 Rue Raoul Follereau,Rue Raoul Follereau,42350,La Talaudière,"42, Loire, Auvergne-Rhône-Alpes",42305,,,,ok
RESIDENCE MGEN,7818,MGEN,Celine LUCION,EHPAD,Grand Nord-Est,03 21 90 13 00,11 Rue du Onze Novembre,62140,HUBY ST LEU,-,2.03867,50.38117,0.47990515151515145,,11 RUE du 11 NOVEMBRE 1918 62140 Hesdin-la-Forêt,housenumber,62447_0ng7mm_00011,11,11 RUE du 11 NOVEMBRE 1918,RUE du 11 NOVEMBRE 1918,62140,Hesdin-la-Forêt,"62, Pas-de-Calais, Hauts-de-France",62447,62461,Huby-Saint-Leu,,ok
RESIDENCE PAUL ANE EHPAD,1467,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 66 85 35,Avenue Poincaré,09140,SEIX,-,1.213942,42.861277,0.4587678787878787,0.4462176555023923,Bincarech 09140 Seix,street,09285_7yt0iq,,Bincarech,Bincarech,09140,Seix,"09, Ariège, Occitanie",09285,,,,ok
RESIDENCE PAUL ELUARD+++,3866,DOMIDEP,Aurelien COURTOISIER,EHPAD,Centre-Est,04 26 20 68 00,"3, chemin des Esses",69370,ST DIDIER AU MONT D'OR,-,4.803518,45.801599,0.8377819073083779,0.5779493990755007,3 Chemin des Esses 69370 Saint-Didier-au-Mont-d'Or,housenumber,69194_0340_00003,3,3 Chemin des Esses,Chemin des Esses,69370,Saint-Didier-au-Mont-d'Or,"69, Rhône, Auvergne-Rhône-Alpes",69194,,,,ok
RESIDENCE RETRAITE VAL FLEURI,2540,EMERA,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 84 88 00,15 place de Crête,74200,THONON LES BAINS,-,6.483507,46.367183,0.9201563636363637,0.6773098989898989,15 Place de Crête 74200 Thonon-les-Bains,housenumber,74281_0470_00015,15,15 Place de Crête,Place de Crête,74200,Thonon-les-Bains,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74281,,,,ok
Résidence rosa bella,0735,KORIAN,Laurent DURIEUX,EHPAD,Val de Loire,05 53 61 80 17,L'escurétie,24140,MAURENS,-,0.438551,44.956783,0.3430584848484848,0.32347974271012003,Route de l’Ouest 24140 Eyraud-Crempse-Maurens,street,24259_ux9x4e,,Route de l’Ouest,Route de l’Ouest,24140,Eyraud-Crempse-Maurens,"24, Dordogne, Nouvelle-Aquitaine",24259,24427,Saint-Jean-d'Eyraud,,ok
RESIDENCE ROSE MAY,5241,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 55 06 99,,59700,MARCQ EN BAROEUL,-,3.100594,50.676748,0.9522572727272726,0.6108987327823691,Marcq-en-Barœul,municipality,59378,,Marcq-en-Barœul,,59700,Marcq-en-Barœul,"59, Nord, Hauts-de-France",59378,,,,ok
RESIDENCE SAINT ASTIER,1548,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 21 20 60,5061A Quai du Vert,46150,CATUS,-,1.335955,44.5555,0.705841212121212,,Quai du Vert 46150 Catus,street,46064_0050,,Quai du Vert,Quai du Vert,46150,Catus,"46, Lot, Occitanie",46064,,,,ok
RESIDENCE SAINT CHARLES,12731,DOMIDEP,Herve QUELO,EHPAD,Centre Auvergne,03 86 35 06 66,"10, rue de la Halle",89600,ST FLORENTIN,-,3.73141,48.002476,0.799722084257206,0.6627856198347106,10 Rue de la Halle 89600 Saint-Florentin,housenumber,89345_0765_00010,10,10 Rue de la Halle,Rue de la Halle,89600,Saint-Florentin,"89, Yonne, Bourgogne-Franche-Comté",89345,,,,ok
RESIDENCE SAINT JEAN,2361,SOLEA,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 44 85 06,Le Bourg,12460,ST AMANS DES COTS,-,2.662177,44.68967,0.576761818181818,0.57046,Saint Amans des Côts 12460 Saint-Amans-des-Cots,street,12209_B246,,Saint Amans des Côts,Saint Amans des Côts,12460,Saint-Amans-des-Cots,"12, Aveyron, Occitanie",12209,,,,ok
RESIDENCE SAINT JOSEPH,2756,,Herve QUELO,EHPAD,Centre Auvergne,04 75 89 79 50,"46, boulevard Jean Mathon",07200,AUBENAS,-,4.387075,44.613545,0.9197294736842104,0.6239929292929293,46 Boulevard Jean Mathon 07200 Aubenas,housenumber,07019_5120_00046,46,46 Boulevard Jean Mathon,Boulevard Jean Mathon,07200,Aubenas,"07, Ardèche, Auvergne-Rhône-Alpes",07019,,,,ok
RESIDENCE SAINT JOSEPH DOUBLON,0225,ADGESSA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 24 70 87,"19, Avenue du Périgord",33220,PORT STE FOY ET PONCHAPT,-,0.21656,44.845831,0.8468518181818182,,19 AVENUE DU PÉRIGORD 33220 Port-Sainte-Foy-et-Ponchapt,housenumber,24335_0100_00019,19,19 AVENUE DU PÉRIGORD,AVENUE DU PÉRIGORD,33220,Port-Sainte-Foy-et-Ponchapt,"24, Dordogne, Nouvelle-Aquitaine",24335,,,,ok
RESIDENCE SAINT MONIQUE,3104,,Herve QUELO,EHPAD,Centre Auvergne,04 75 36 54 60,"3, route de Lazuel",07200,AUBENAS,-,4.381526,44.623424,0.9096462463343108,,3 Route de Lazuel 07200 Aubenas,housenumber,07019_4820_00003,3,3 Route de Lazuel,Route de Lazuel,07200,Aubenas,"07, Ardèche, Auvergne-Rhône-Alpes",07019,,,,ok
RESIDENCE SAINT VINCENT DE PAUL,4291,,Herve QUELO,EHPAD,Centre Auvergne,04 77 74 23 15,"1, avenue Jacquemond",42028,SAINT ETIENNE,-,4.379202,45.447109,0.7915127716186253,,Avenue Jacquemond 42000 Saint-Étienne,street,42218_4650,,Avenue Jacquemond,Avenue Jacquemond,42000,Saint-Étienne,"42, Loire, Auvergne-Rhône-Alpes",42218,,,,ok
RESIDENCE SAINT-JEAN DOMUSVI EHPAD,14956,DOMUSVI,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 48 45 45,3 rue Tapie,47000,AGEN,-,0.640261,44.194356,0.8749335537190082,,3 Rue Tapie 47000 Agen,housenumber,47001_3651_00003,3,3 Rue Tapie,Rue Tapie,47000,Agen,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47001,,,,ok
RESIDENCE SAINTE CLAIRE (EX-PROMEDIK),1014,EMMAH,Laurent DURIEUX,EHPAD,Val de Loire,02 41 61 51 32,20 Rue Georges Bachelot,49520,NOYANT LA GRAVOYERE,-,-0.959817,47.701843,0.5864021212121212,,20 Rue Georges Bachelot 49520 Segré-en-Anjou Bleu,housenumber,49331_1668_00020,20,20 Rue Georges Bachelot,Rue Georges Bachelot,49520,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49229,Noyant-la-Gravoyère,,ok
Résidence SAINTE MARTHE EHPAD,3520,Fondation Partage et Vie (ex Caisse d'Epargne),Laurent DURIEUX,EHPAD,Val de Loire,05 53 92 51 00,3 rue Sainte Marthe,24320,LA TOUR BLANCHE- CERCLES,-,0.444721,45.365068,0.9061560667903523,,3 Rue Sainte Marthe 24320 La Tour-Blanche-Cercles,housenumber,24554_0130_00003,3,3 Rue Sainte Marthe,Rue Sainte Marthe,24320,La Tour-Blanche-Cercles,"24, Dordogne, Nouvelle-Aquitaine",24554,24554,La Tour-Blanche,,ok
RESIDENCE SERVAT EHPAD,1465,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 04 02 00,,09320,MASSAT,-,1.358579,42.8846,0.934151818181818,0.5915164646464646,Massat,municipality,09182,,Massat,,09320,Massat,"09, Ariège, Occitanie",09182,,,,ok
RESIDENCE SERVICES FOCH,17499,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 65 46 70,13 av du maréchal Foch,49300,CHOLET,-,-0.886676,47.061661,0.7894127272727273,,13 Avenue du Marechal Foch 49300 Cholet,housenumber,49099_2840_00013,13,13 Avenue du Marechal Foch,Avenue du Marechal Foch,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,,ok
